url,Filing Date,Accepted,Documents,address,companyName,cik_num,irs_num,MA-I Indivual
http://www.sec.gov/Archives/edgar/data/1517175/0000000000-20-008245-index.htm,2020-09-01,2020-09-01 15:18:21,2,"['Mailing Address\n      100 EAST RIDGE ROAD\n\nRIDGEFIELD CT 06877      \n', 'Business Address\n      100 EAST RIDGE ROAD\n\nRIDGEFIELD CT 06877      \n(203) 894-1345\n']","Chefs' Warehouse, Inc. ",0001517175,203031526,
http://www.sec.gov/Archives/edgar/data/1230524/0000000000-20-008327-index.htm,2020-09-03,2020-09-03 15:04:07,2,"['Mailing Address\n      420 N. NELLIS BLVD., SUITE A3-146\n\nLAS VEGAS NV 89110      \n', 'Business Address\n      420 N. NELLIS BLVD., SUITE A3-146\n\nLAS VEGAS NV 89110      \n702-425-6153\n']",Cyber Apps World ,0001230524,900314205,
http://www.sec.gov/Archives/edgar/data/1818152/0000000000-20-008347-index.htm,2020-09-04,2020-09-04 10:25:39,2,"['Mailing Address\n      4-30-4F, YOTSUYA\n\nSHINJUKU-KU, JAPAN M0 160-0004      \n', 'Business Address\n      4-30-4F, YOTSUYA\n\nSHINJUKU-KU, JAPAN M0 160-0004      \n81-3-6369-3727\n']","OFF Line International, Inc. ",0001818152,320620813,
http://www.sec.gov/Archives/edgar/data/1604477/0000000000-20-008429-index.htm,2020-09-08,2020-09-08 15:06:52,2,"['Mailing Address\n      200 ARSENAL YARDS BLVD., STE. 210\n\nWATERTOWN MA 02472      \n', 'Business Address\n      200 ARSENAL YARDS BLVD., STE. 210\n\nWATERTOWN MA 02472      \n617-898-8824\n']",SQZ Biotechnologies Co ,0001604477,462431115,
http://www.sec.gov/Archives/edgar/data/7084/0000000000-20-008734-index.htm,2020-09-16,2020-09-16 15:47:40,2,"['Mailing Address\n      77 W. WACKER DR.\n\nCHICAGO IL 60601      \n', 'Business Address\n      77 W. WACKER DR.\n\nCHICAGO IL 60601      \n312-634-8233\n']",Archer-Daniels-Midland Co ,0000007084,410129150,
http://www.sec.gov/Archives/edgar/data/1816007/0000000000-20-008765-index.htm,2020-09-17,2020-09-17 15:32:48,2,"['Mailing Address\n      NO. 1333 LUJIAZUI RING ROAD 15/F\nPUDONG NEW DISTRICT\n\nSHANGHAI F4 200120      \n', 'Business Address\n      NO. 1333 LUJIAZUI RING ROAD 15/F\nPUDONG NEW DISTRICT\n\nSHANGHAI F4 200120      \n86-2138632121\n']",Lufax Holding Ltd ,0001816007,000000000,
http://www.sec.gov/Archives/edgar/data/1760764/0000000000-20-008825-index.htm,2020-09-18,2020-09-18 15:54:26,2,"['Mailing Address\n      5 OPPENHEIMER ST.\n\nREHOVOT L3 7670105      \n', 'Business Address\n      5 OPPENHEIMER ST.\n\nREHOVOT L3 7670105      \n972-89584777\n']",G Medical Innovations Holdings Ltd. ,0001760764,000000000,
http://www.sec.gov/Archives/edgar/data/23194/0000000000-20-008829-index.htm,2020-09-18,2020-09-18 16:02:44,2,"['Mailing Address\n      5300 TOWN AND COUNTRY BLVD\nSTE 500\n\nFRISCO TX 75034      \n', 'Business Address\n      5300 TOWN AND COUNTRY BLVD\nSTE 500\n\nFRISCO TX 75034      \n9726688800\n']",COMSTOCK RESOURCES INC ,0000023194,941667468,
http://www.sec.gov/Archives/edgar/data/1658966/0000000000-20-008980-index.htm,2020-09-23,2020-09-23 14:53:36,2,"['Mailing Address\n      335 MADISON AVENUE\n16TH FLOOR\n\nNEW YORK NY 10017      \n', 'Business Address\n      335 MADISON AVENUE\n16TH FLOOR\n\nNEW YORK NY 10017      \n212-401-6930\n']","Fig Publishing, Inc. ",0001658966,475336565,
http://www.sec.gov/Archives/edgar/data/1230524/0000000000-20-009028-index.htm,2020-09-24,2020-09-24 17:40:31,2,"['Mailing Address\n      420 N. NELLIS BLVD., SUITE A3-146\n\nLAS VEGAS NV 89110      \n', 'Business Address\n      420 N. NELLIS BLVD., SUITE A3-146\n\nLAS VEGAS NV 89110      \n702-425-6153\n']",Cyber Apps World ,0001230524,900314205,
http://www.sec.gov/Archives/edgar/data/1822462/0000000000-20-009039-index.htm,2020-09-24,2020-09-24 18:09:25,2,"['Mailing Address\n      500 TECHNOLOGY SQUARE\nSUITE 700\n\nCAMBRIDGE MA 02139      \n', 'Business Address\n      500 TECHNOLOGY SQUARE\nSUITE 700\n\nCAMBRIDGE MA 02139      \n617-586-3100\n']",Foghorn Therapeutics Inc. ,0001822462,000000000,
http://www.sec.gov/Archives/edgar/data/1821806/0000000000-20-009084-index.htm,2020-09-25,2020-09-25 17:47:41,2,"['Mailing Address\n      2005 E. INDIAN SCHOOL ROAD\n\nPHOENIX AZ 85016      \n', 'Business Address\n      2005 E. INDIAN SCHOOL ROAD\n\nPHOENIX AZ 85016      \n602-366-3817\n']","Leslie's, Inc. ",0001821806,000000000,
http://www.sec.gov/Archives/edgar/data/1823000/0000000000-20-009194-index.htm,2020-09-30,2020-09-30 12:11:00,2,"['Mailing Address\n      5701 S. SANTA FE DR.\n\nLITTLETON CO 80120      \n', 'Business Address\n      5701 S. SANTA FE DR.\n\nLITTLETON CO 80120      \n(303) 472-1542\n']",CONX Corp. ,0001823000,852728630,
http://www.sec.gov/Archives/edgar/data/1816007/0000000000-20-009213-index.htm,2020-09-30,2020-09-30 17:27:10,2,"['Mailing Address\n      NO. 1333 LUJIAZUI RING ROAD 15/F\nPUDONG NEW DISTRICT\n\nSHANGHAI F4 200120      \n', 'Business Address\n      NO. 1333 LUJIAZUI RING ROAD 15/F\nPUDONG NEW DISTRICT\n\nSHANGHAI F4 200120      \n86-2138632121\n']",Lufax Holding Ltd ,0001816007,000000000,
http://www.sec.gov/Archives/edgar/data/1822462/0000000000-20-009490-index.htm,2020-10-08,2020-10-08 12:55:39,2,"['Mailing Address\n      500 TECHNOLOGY SQUARE\nSUITE 700\n\nCAMBRIDGE MA 02139      \n', 'Business Address\n      500 TECHNOLOGY SQUARE\nSUITE 700\n\nCAMBRIDGE MA 02139      \n617-586-3100\n']",Foghorn Therapeutics Inc. ,0001822462,000000000,
http://www.sec.gov/Archives/edgar/data/1760764/0000000000-20-009502-index.htm,2020-10-08,2020-10-08 13:57:27,2,"['Mailing Address\n      5 OPPENHEIMER ST.\n\nREHOVOT L3 7670105      \n', 'Business Address\n      5 OPPENHEIMER ST.\n\nREHOVOT L3 7670105      \n972-89584777\n']",G Medical Innovations Holdings Ltd. ,0001760764,000000000,
http://www.sec.gov/Archives/edgar/data/1658966/0000000000-20-009735-index.htm,2020-10-15,2020-10-15 14:14:57,2,"['Mailing Address\n      335 MADISON AVENUE\n16TH FLOOR\n\nNEW YORK NY 10017      \n', 'Business Address\n      335 MADISON AVENUE\n16TH FLOOR\n\nNEW YORK NY 10017      \n212-401-6930\n']","Fig Publishing, Inc. ",0001658966,475336565,
http://www.sec.gov/Archives/edgar/data/1816007/0000000000-20-009774-index.htm,2020-10-15,2020-10-15 17:21:20,2,"['Mailing Address\n      NO. 1333 LUJIAZUI RING ROAD 15/F\nPUDONG NEW DISTRICT\n\nSHANGHAI F4 200120      \n', 'Business Address\n      NO. 1333 LUJIAZUI RING ROAD 15/F\nPUDONG NEW DISTRICT\n\nSHANGHAI F4 200120      \n86-2138632121\n']",Lufax Holding Ltd ,0001816007,000000000,
http://www.sec.gov/Archives/edgar/data/1821806/0000000000-20-009787-index.htm,2020-10-16,2020-10-16 09:25:14,2,"['Mailing Address\n      2005 E. INDIAN SCHOOL ROAD\n\nPHOENIX AZ 85016      \n', 'Business Address\n      2005 E. INDIAN SCHOOL ROAD\n\nPHOENIX AZ 85016      \n602-366-3817\n']","Leslie's, Inc. ",0001821806,000000000,
http://www.sec.gov/Archives/edgar/data/1818152/0000000000-20-009867-index.htm,2020-10-19,2020-10-19 13:55:36,2,"['Mailing Address\n      4-30-4F, YOTSUYA\n\nSHINJUKU-KU, JAPAN M0 160-0004      \n', 'Business Address\n      4-30-4F, YOTSUYA\n\nSHINJUKU-KU, JAPAN M0 160-0004      \n81-3-6369-3727\n']","OFF Line International, Inc. ",0001818152,320620813,
http://www.sec.gov/Archives/edgar/data/1822462/0000000000-20-009942-index.htm,2020-10-21,2020-10-21 13:50:20,2,"['Mailing Address\n      500 TECHNOLOGY SQUARE\nSUITE 700\n\nCAMBRIDGE MA 02139      \n', 'Business Address\n      500 TECHNOLOGY SQUARE\nSUITE 700\n\nCAMBRIDGE MA 02139      \n617-586-3100\n']",Foghorn Therapeutics Inc. ,0001822462,000000000,
http://www.sec.gov/Archives/edgar/data/1816007/0000000000-20-009976-index.htm,2020-10-21,2020-10-21 17:41:02,2,"['Mailing Address\n      NO. 1333 LUJIAZUI RING ROAD 15/F\nPUDONG NEW DISTRICT\n\nSHANGHAI F4 200120      \n', 'Business Address\n      NO. 1333 LUJIAZUI RING ROAD 15/F\nPUDONG NEW DISTRICT\n\nSHANGHAI F4 200120      \n86-2138632121\n']",Lufax Holding Ltd ,0001816007,000000000,
http://www.sec.gov/Archives/edgar/data/1031623/0000000000-20-010042-index.htm,2020-10-23,2020-10-23 13:38:50,2,"['Mailing Address\n      16225 PARK TEN PLACE, SUITE 280\n\nHOUSTON TX 77084      \n', 'Business Address\n      16225 PARK TEN PLACE, SUITE 280\n\nHOUSTON TX 77084      \n7137146100\n']",GULF ISLAND FABRICATION INC ,0001031623,721147390,
http://www.sec.gov/Archives/edgar/data/1828792/0000000000-20-010042-index.htm,2020-10-23,2020-10-23 13:38:50,2,"['Mailing Address\n      16225 PARK TEN PLACE, SUITE 280\n\nHOUSTON TX 77084      \n', 'Business Address\n      16225 PARK TEN PLACE, SUITE 280\n\nHOUSTON TX 77084      \n7137146100\n']",GULF ISLAND FABRICATION INC ,0001031623,721147390,
http://www.sec.gov/Archives/edgar/data/1828793/0000000000-20-010042-index.htm,2020-10-23,2020-10-23 13:38:50,2,"['Mailing Address\n      16225 PARK TEN PLACE, SUITE 280\n\nHOUSTON TX 77084      \n', 'Business Address\n      16225 PARK TEN PLACE, SUITE 280\n\nHOUSTON TX 77084      \n7137146100\n']",GULF ISLAND FABRICATION INC ,0001031623,721147390,
http://www.sec.gov/Archives/edgar/data/1828794/0000000000-20-010042-index.htm,2020-10-23,2020-10-23 13:38:50,2,"['Mailing Address\n      16225 PARK TEN PLACE, SUITE 280\n\nHOUSTON TX 77084      \n', 'Business Address\n      16225 PARK TEN PLACE, SUITE 280\n\nHOUSTON TX 77084      \n7137146100\n']",GULF ISLAND FABRICATION INC ,0001031623,721147390,
http://www.sec.gov/Archives/edgar/data/23194/0000000000-20-010072-index.htm,2020-10-23,2020-10-23 16:39:29,2,"['Mailing Address\n      5300 TOWN AND COUNTRY BLVD\nSTE 500\n\nFRISCO TX 75034      \n', 'Business Address\n      5300 TOWN AND COUNTRY BLVD\nSTE 500\n\nFRISCO TX 75034      \n9726688800\n']",COMSTOCK RESOURCES INC ,0000023194,941667468,
http://www.sec.gov/Archives/edgar/data/1821806/0000000000-20-010082-index.htm,2020-10-26,2020-10-26 12:07:13,2,"['Mailing Address\n      2005 E. INDIAN SCHOOL ROAD\n\nPHOENIX AZ 85016      \n', 'Business Address\n      2005 E. INDIAN SCHOOL ROAD\n\nPHOENIX AZ 85016      \n602-366-3817\n']","Leslie's, Inc. ",0001821806,000000000,
http://www.sec.gov/Archives/edgar/data/1316517/0000000000-20-010089-index.htm,2020-10-26,2020-10-26 12:54:53,2,"['Mailing Address\n      JINHUA CITY INDUSTRIAL ZONE\nZHEJIANG PROVINCE\n\nJINHUA F4 321016      \n', 'Business Address\n      JINHUA CITY INDUSTRIAL ZONE\nZHEJIANG PROVINCE\n\nJINHUA F4 321016      \n(86-0579) 82239851\n']","Kandi Technologies Group, Inc. ",0001316517,870700927,
http://www.sec.gov/Archives/edgar/data/1760764/0000000000-20-010095-index.htm,2020-10-26,2020-10-26 13:23:25,2,"['Mailing Address\n      5 OPPENHEIMER ST.\n\nREHOVOT L3 7670105      \n', 'Business Address\n      5 OPPENHEIMER ST.\n\nREHOVOT L3 7670105      \n972-89584777\n']",G Medical Innovations Holdings Ltd. ,0001760764,000000000,
http://www.sec.gov/Archives/edgar/data/1686850/0000000000-20-010096-index.htm,2020-10-26,2020-10-26 13:30:32,2,"['Mailing Address\n      1301 EAST BROWARD BOULEVARD\n3RD FLOOR\n\nFT. LAUDERDALE FL 33301      \n', 'Business Address\n      1301 EAST BROWARD BOULEVARD\n3RD FLOOR\n\nFT. LAUDERDALE FL 33301      \n786-459-1831\n']","Motus GI Holdings, Inc. ",0001686850,814042793,
http://www.sec.gov/Archives/edgar/data/1127993/0000000000-20-010097-index.htm,2020-10-26,2020-10-26 13:33:07,2,"['Mailing Address\n      285 BIG A ROAD\n\nTOCCOA GA 30577      \n', 'Business Address\n      285 BIG A ROAD\n\nTOCCOA GA 30577      \n770-804-0500\n']","GALAXY NEXT GENERATION, INC. ",0001127993,611363026,
http://www.sec.gov/Archives/edgar/data/1011432/0000000000-20-010133-index.htm,2020-10-27,2020-10-27 10:41:18,2,"['Mailing Address\n      11940 JOLLYVILLE ROAD\nSUITE 300-N\n\nAUSTIN TX 78759      \n', 'Business Address\n      11940 JOLLYVILLE ROAD\nSUITE 300-N\n\nAUSTIN TX 78759      \n9496140700\n']","CYNERGISTEK, INC ",0001011432,880350448,
http://www.sec.gov/Archives/edgar/data/1604477/0000000000-20-010149-index.htm,2020-10-27,2020-10-27 13:56:16,2,"['Mailing Address\n      200 ARSENAL YARDS BLVD., STE. 210\n\nWATERTOWN MA 02472      \n', 'Business Address\n      200 ARSENAL YARDS BLVD., STE. 210\n\nWATERTOWN MA 02472      \n617-898-8824\n']",SQZ Biotechnologies Co ,0001604477,462431115,
http://www.sec.gov/Archives/edgar/data/1593899/0000000000-20-010154-index.htm,2020-10-27,2020-10-27 14:17:36,2,"['Mailing Address\n      125 SUMMER STREET\n16TH FLOOR\n\nBOSTON MA 02110      \n', 'Business Address\n      125 SUMMER STREET\n16TH FLOOR\n\nBOSTON MA 02110      \n857-204-8109\n']","Atea Pharmaceuticals, Inc. ",0001593899,460574869,
http://www.sec.gov/Archives/edgar/data/1823882/0000000000-20-010213-index.htm,2020-10-28,2020-10-28 16:30:27,2,"['Mailing Address\n      125 OCEAN DRIVE\nUNIT 204\n\nMIAMI FL 33139      \n', 'Business Address\n      125 OCEAN DRIVE\nUNIT 204\n\nMIAMI FL 33139      \n917-592-7979\n']",New Beginnings Acquisition Corp. ,0001823882,852642786,
http://www.sec.gov/Archives/edgar/data/1760764/0000000000-20-010229-index.htm,2020-10-29,2020-10-29 10:17:05,2,"['Mailing Address\n      5 OPPENHEIMER ST.\n\nREHOVOT L3 7670105      \n', 'Business Address\n      5 OPPENHEIMER ST.\n\nREHOVOT L3 7670105      \n972-89584777\n']",G Medical Innovations Holdings Ltd. ,0001760764,000000000,
http://www.sec.gov/Archives/edgar/data/1517175/0000000000-20-010269-index.htm,2020-10-29,2020-10-29 18:29:37,2,"['Mailing Address\n      100 EAST RIDGE ROAD\n\nRIDGEFIELD CT 06877      \n', 'Business Address\n      100 EAST RIDGE ROAD\n\nRIDGEFIELD CT 06877      \n(203) 894-1345\n']","Chefs' Warehouse, Inc. ",0001517175,203031526,
http://www.sec.gov/Archives/edgar/data/7084/0000000000-20-010270-index.htm,2020-10-29,2020-10-29 18:32:03,2,"['Mailing Address\n      77 W. WACKER DR.\n\nCHICAGO IL 60601      \n', 'Business Address\n      77 W. WACKER DR.\n\nCHICAGO IL 60601      \n312-634-8233\n']",Archer-Daniels-Midland Co ,0000007084,410129150,
http://www.sec.gov/Archives/edgar/data/23194/0000000000-20-010298-index.htm,2020-10-30,2020-10-30 14:28:44,2,"['Mailing Address\n      5300 TOWN AND COUNTRY BLVD\nSTE 500\n\nFRISCO TX 75034      \n', 'Business Address\n      5300 TOWN AND COUNTRY BLVD\nSTE 500\n\nFRISCO TX 75034      \n9726688800\n']",COMSTOCK RESOURCES INC ,0000023194,941667468,
http://www.sec.gov/Archives/edgar/data/5138/0000005138-20-000081-index.htm,2020-11-30,2020-11-30 12:21:50,3,"['Mailing Address\n      1636 LOGAN STREET\n\nDENVER CO 80203      \n', 'Business Address\n      1636 LOGAN STREET\n\nDENVER CO 80203      \n3036260600\n']",AMERICAN GROWTH FUND INC ,0000005138,846019291,
http://www.sec.gov/Archives/edgar/data/5138/0000005138-20-000083-index.htm,2020-11-30,2020-11-30 12:46:24,3,"['Mailing Address\n      1636 LOGAN STREET\n\nDENVER CO 80203      \n', 'Business Address\n      1636 LOGAN STREET\n\nDENVER CO 80203      \n3036260600\n']",AMERICAN GROWTH FUND INC ,0000005138,846019291,
http://www.sec.gov/Archives/edgar/data/6281/0000006281-20-000158-index.htm,2020-11-30,2020-11-30 08:44:41,2,"['Mailing Address\n      ONE ANALOG WAY\n\nWILMINGTON MA 01887      \n', 'Business Address\n      ONE ANALOG WAY\n\nWILMINGTON MA 01887      \n7813294700\n']",ANALOG DEVICES INC ,0000006281,042348234,
http://www.sec.gov/Archives/edgar/data/1609983/0000006281-20-000158-index.htm,2020-11-30,2020-11-30 08:44:41,2,"['Mailing Address\n      ONE ANALOG WAY\n\nWILMINGTON MA 01887      \n', 'Business Address\n      ONE ANALOG WAY\n\nWILMINGTON MA 01887      \n7813294700\n']",ANALOG DEVICES INC ,0000006281,042348234,
http://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000029-index.htm,2020-09-08,2020-09-08 16:54:18,2,"['Mailing Address\n      77 W. WACKER DR.\n\nCHICAGO IL 60601      \n', 'Business Address\n      77 W. WACKER DR.\n\nCHICAGO IL 60601      \n312-634-8233\n']",Archer-Daniels-Midland Co ,0000007084,410129150,
http://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000031-index.htm,2020-10-21,2020-10-21 18:29:40,2,"['Mailing Address\n      77 W. WACKER DR.\n\nCHICAGO IL 60601      \n', 'Business Address\n      77 W. WACKER DR.\n\nCHICAGO IL 60601      \n312-634-8233\n']",Archer-Daniels-Midland Co ,0000007084,410129150,
http://www.sec.gov/Archives/edgar/data/10254/0000010254-20-000119-index.htm,2020-11-30,2020-11-30 16:35:02,1,"['Mailing Address\n      1400 WOODLOCH FOREST DRIVE\nSUITE 300\n\nTHE WOODLANDS TX 77380      \n', 'Business Address\n      1400 WOODLOCH FOREST DRIVE\nSUITE 300\n\nTHE WOODLANDS TX 77380      \n281-298-4246\n']",EARTHSTONE ENERGY INC ,0000010254,840592823,
http://www.sec.gov/Archives/edgar/data/1397150/0000010254-20-000119-index.htm,2020-11-30,2020-11-30 16:35:02,1,"['Mailing Address\n      1400 WOODLOCH FOREST DRIVE\nSUITE 300\n\nTHE WOODLANDS TX 77380      \n', 'Business Address\n      1400 WOODLOCH FOREST DRIVE\nSUITE 300\n\nTHE WOODLANDS TX 77380      \n281-298-4246\n']",EARTHSTONE ENERGY INC ,0000010254,840592823,
http://www.sec.gov/Archives/edgar/data/14272/0000014272-20-000289-index.htm,2020-11-30,2020-11-30 17:52:40,1,"['Mailing Address\n      430 E. 29TH STREET\n14 FLOOR\n\nNEW YORK NY 10016      \n', 'Business Address\n      430 E. 29TH STREET\n14 FLOOR\n\nNEW YORK NY 10016      \n2125464000\n']",BRISTOL MYERS SQUIBB CO ,0000014272,220790350,
http://www.sec.gov/Archives/edgar/data/1524143/0000014272-20-000289-index.htm,2020-11-30,2020-11-30 17:52:40,1,"['Mailing Address\n      430 E. 29TH STREET\n14 FLOOR\n\nNEW YORK NY 10016      \n', 'Business Address\n      430 E. 29TH STREET\n14 FLOOR\n\nNEW YORK NY 10016      \n2125464000\n']",BRISTOL MYERS SQUIBB CO ,0000014272,220790350,
http://www.sec.gov/Archives/edgar/data/18230/0000018230-20-000318-index.htm,2020-11-30,2020-11-30 17:09:26,1,"['Mailing Address\n      510 LAKE COOK ROAD\nSUITE 100\n\nDEERFIELD IL 60015      \n', 'Business Address\n      510 LAKE COOK ROAD\nSUITE 100\n\nDEERFIELD IL 60015      \n2245514000\n']",CATERPILLAR INC ,0000018230,370602744,
http://www.sec.gov/Archives/edgar/data/1694342/0000018230-20-000318-index.htm,2020-11-30,2020-11-30 17:09:26,1,"['Mailing Address\n      510 LAKE COOK ROAD\nSUITE 100\n\nDEERFIELD IL 60015      \n', 'Business Address\n      510 LAKE COOK ROAD\nSUITE 100\n\nDEERFIELD IL 60015      \n2245514000\n']",CATERPILLAR INC ,0000018230,370602744,
http://www.sec.gov/Archives/edgar/data/18230/0000018230-20-000319-index.htm,2020-11-30,2020-11-30 17:09:43,1,"['Mailing Address\n      510 LAKE COOK ROAD\nSUITE 100\n\nDEERFIELD IL 60015      \n', 'Business Address\n      510 LAKE COOK ROAD\nSUITE 100\n\nDEERFIELD IL 60015      \n2245514000\n']",CATERPILLAR INC ,0000018230,370602744,
http://www.sec.gov/Archives/edgar/data/1608229/0000018230-20-000319-index.htm,2020-11-30,2020-11-30 17:09:43,1,"['Mailing Address\n      510 LAKE COOK ROAD\nSUITE 100\n\nDEERFIELD IL 60015      \n', 'Business Address\n      510 LAKE COOK ROAD\nSUITE 100\n\nDEERFIELD IL 60015      \n2245514000\n']",CATERPILLAR INC ,0000018230,370602744,
http://www.sec.gov/Archives/edgar/data/23197/0000023197-20-000144-index.htm,2020-11-30,2020-11-30 17:29:36,16,"['Mailing Address\n      68 SOUTH SERVICE ROAD\nSUITE 230\n\nMELVILLE NY 11747      \n', 'Business Address\n      68 SOUTH SERVICE ROAD\nSUITE 230\n\nMELVILLE NY 11747      \n6319627000\n']",COMTECH TELECOMMUNICATIONS CORP /DE/ ,0000023197,112139466,
http://www.sec.gov/Archives/edgar/data/27996/0000027996-20-000120-index.htm,2020-11-30,2020-11-30 13:13:30,1,"['Mailing Address\n      3680 VICTORIA STREET NORTH\n\nSHOREVIEW MN 55126      \n', 'Business Address\n      3680 VICTORIA STREET NORTH\n\nSHOREVIEW MN 55126      \n6514837111\n']",DELUXE CORP ,0000027996,410216800,
http://www.sec.gov/Archives/edgar/data/1654739/0000027996-20-000120-index.htm,2020-11-30,2020-11-30 13:13:30,1,"['Mailing Address\n      3680 VICTORIA STREET NORTH\n\nSHOREVIEW MN 55126      \n', 'Business Address\n      3680 VICTORIA STREET NORTH\n\nSHOREVIEW MN 55126      \n6514837111\n']",DELUXE CORP ,0000027996,410216800,
http://www.sec.gov/Archives/edgar/data/27996/0000027996-20-000122-index.htm,2020-11-30,2020-11-30 13:17:26,1,"['Mailing Address\n      3680 VICTORIA STREET NORTH\n\nSHOREVIEW MN 55126      \n', 'Business Address\n      3680 VICTORIA STREET NORTH\n\nSHOREVIEW MN 55126      \n6514837111\n']",DELUXE CORP ,0000027996,410216800,
http://www.sec.gov/Archives/edgar/data/1793393/0000027996-20-000122-index.htm,2020-11-30,2020-11-30 13:17:26,1,"['Mailing Address\n      3680 VICTORIA STREET NORTH\n\nSHOREVIEW MN 55126      \n', 'Business Address\n      3680 VICTORIA STREET NORTH\n\nSHOREVIEW MN 55126      \n6514837111\n']",DELUXE CORP ,0000027996,410216800,
http://www.sec.gov/Archives/edgar/data/30146/0000030146-20-000016-index.htm,2020-11-30,2020-11-30 11:11:19,1,"['Mailing Address\n      C/O BNY MELLON INVESTMENT ADVISER, INC.\n240 GREENWICH STREET\n\nNEW YORK NY 10286      \n', 'Business Address\n      C/O BNY MELLON INVESTMENT ADVISER, INC.\n240 GREENWICH STREET\n\nNEW YORK NY 10286      \n2129226400\n']","BNY Mellon Large Cap Securities Fund, Inc. ",0000030146,136021175,
